Trigram,Frekuensi
berbagai jenis distribusi,1
jenis distribusi yang,1
distribusi yang dihasilkan,1
yang dihasilkan menggunakan,1
dihasilkan menggunakan matlab,1
menggunakan matlab mereka,1
matlab mereka membagi,1
mereka membagi setiap,1
membagi setiap set,1
setiap set data,1
set data menjadi,1
data menjadi 70,1
menjadi 70 untuk,1
70 untuk set,1
untuk set pelatihan,1
set pelatihan dan,1
pelatihan dan 30,1
dan 30 untuk,1
30 untuk set,1
untuk set pengujian,1
set pengujian hasilnya,1
pengujian hasilnya menunjukkan,1
hasilnya menunjukkan bahwa,2
menunjukkan bahwa ukuran,1
bahwa ukuran md,1
ukuran md minkowski,1
chebychev distance ed,1
distance ed mahalanobis,1
ed mahalanobis distance,1
mahalanobis distance dan,1
distance dan standardized,1
dan standardized euclidean,1
euclidean distance mencapai,1
distance mencapai hasil,1
mencapai hasil akurasi,1
hasil akurasi yang,1
akurasi yang sama,1
yang sama dan,3
sama dan mengungguli,1
dan mengungguli jarak,1
mengungguli jarak yang,2
jarak yang diuji,2
yang diuji lainnya,2
diuji lainnya kumpulan,1
lainnya kumpulan data,1
kumpulan data dinormalisasi,1
data dinormalisasi sebelum,1
dinormalisasi sebelum melakukan,1
sebelum melakukan percobaan,1
melakukan percobaan untuk,1
percobaan untuk mengevaluasi,1
untuk mengevaluasi kinerja,1
mengevaluasi kinerja knn,1
kinerja knn pengukuran,1
knn pengukuran akurasi,1
pengukuran akurasi sensitivitas,1
akurasi sensitivitas dan,1
sensitivitas dan spesifitas,1
dan spesifitas dihitung,1
spesifitas dihitung untuk,1
dihitung untuk setiap,1
untuk setiap jarak,1
setiap jarak hasil,1
jarak hasil yang,1
hasil yang dilaporkan,1
yang dilaporkan menunjukkan,1
dilaporkan menunjukkan bahwa,1
menunjukkan bahwa penggunaan,3
bahwa penggunaan md,1
penggunaan md mengungguli,1
md mengungguli jarak,1
diuji lainnya dengan,1
lainnya dengan tingkat,1
dengan tingkat akurasi,3
tingkat akurasi 978,1
akurasi 978 tingkat,1
978 tingkat sensitivitas,1
tingkat sensitivitas 9676,1
sensitivitas 9676 dan,1
9676 dan tingkat,1
dan tingkat spesifisitas,1
tingkat spesifisitas 9835,1
spesifisitas 9835 tidak,1
9835 tidak ada,1
tidak ada metric,1
ada metric jarak,1
metric jarak optimal,1
jarak optimal yang,1
optimal yang dapat,1
yang dapat digunakan,15
dapat digunakan untuk,19
digunakan untuk semua,1
untuk semua jenis,1
semua jenis kumpulan,1
jenis kumpulan data,1
kumpulan data karena,1
data karena hasilnya,1
karena hasilnya menunjukkan,1
menunjukkan bahwa setiap,2
bahwa setiap kumpulan,1
setiap kumpulan data,1
kumpulan data menyerupai,1
data menyerupai metrik,1
menyerupai metrik jarak,1
metrik jarak tertentu,1
jarak tertentu performa,1
tertentu performa diukur,1
performa diukur dengan,1
diukur dengan akurasi,1
dengan akurasi presisi,1
akurasi presisi dan,2
presisi dan recall,5
dan recall dari,1
recall dari knn,1
dari knn hanya,1
knn hanya turun,1
hanya turun 20,1
turun 20 sedangkan,1
20 sedangkan noise,1
sedangkan noise level,1
noise level mencapai,1
level mencapai 90,1
mencapai 90 ini,1
90 ini berlaku,1
ini berlaku untuk,1
berlaku untuk semua,1
untuk semua distance,1
semua distance yang,1
distance yang digunakan,1
yang digunakan ini,1
digunakan ini berarti,1
ini berarti bahwa,7
berarti bahwa pengklasifikasi,1
bahwa pengklasifikasi knn,1
pengklasifikasi knn yang,1
knn yang menggunakan,1
yang menggunakan salah,1
menggunakan salah satu,1
satu dari 10,1
dari 10 distance,1
10 distance teratas,1
distance teratas menoleransi,1
teratas menoleransi noise,1
menoleransi noise hingga,1
noise hingga tingkat,1
hingga tingkat tertentuabu,1
tingkat tertentuabu alfeilat,1
tertentuabu alfeilat et,1
al 2019 a,1
2019 a new,1
a new locally,2
new locally adaptive,2
locally adaptive k,1
adaptive k nearest,1
nearest neighbor algorithm,1
neighbor algorithm based,2
algorithm based on,5
based on discrimination,2
on discrimination class,2
discrimination class metode,1
class metode pemilihan,1
metode pemilihan nearest,2
pemilihan nearest neighbour,1
nearest neighbour dari,1
neighbour dari algoritma,1
algoritma knn tidak,1
knn tidak cukup,1
tidak cukup handal,1
cukup handal salah,1
handal salah satu,1
salah satu alasannya,1
satu alasannya adalah,1
alasannya adalah karena,1
adalah karena mengabaikan,1
karena mengabaikan pengaruh,1
mengabaikan pengaruh distribusi,1
pengaruh distribusi spasial,1
distribusi spasial dari,1
spasial dari kueri,1
dari kueri dan,1
kueri dan instance,1
dan instance pelatihan,1
instance pelatihan pada,1
pelatihan pada klasifikasi,1
pada klasifikasi oleh,1
klasifikasi oleh karena,1
karena itu konsep,1
itu konsep baru,1
konsep baru nearest,1
baru nearest centroid,1
nearest centroid neighbor,1
centroid neighbor ncn,1
neighbor ncn diusulkan,1
ncn diusulkan yang,1
diusulkan yang mempertimbangkan,1
yang mempertimbangkan distribusi,1
mempertimbangkan distribusi contoh,1
distribusi contoh pelatihan,1
contoh pelatihan di,1
pelatihan di lingkungan,1
di lingkungan kueri,1
lingkungan kueri algoritma,1
kueri algoritma dependent,1
algoritma dependent nearest,1
dependent nearest neighbor,1
nearest neighbor dnn,1
neighbor dnn yang,1
dnn yang mempertimbangkan,1
yang mempertimbangkan tidak,1
mempertimbangkan tidak hanya,1
tidak hanya kesamaan,1
hanya kesamaan yang,1
kesamaan yang ditentukan,1
yang ditentukan oleh,2
ditentukan oleh jarak,1
oleh jarak tetapi,1
jarak tetapi juga,1
tetapi juga ketergantungan,1
juga ketergantungan yang,1
ketergantungan yang ditentukan,1
yang ditentukan dengan,1
ditentukan dengan angle,1
dengan angle ketika,1
angle ketika memilih,1
ketika memilih nearest,1
memilih nearest neighbor,1
nearest neighbor yang,2
neighbor yang bergantung,1
yang bergantung dari,1
bergantung dari kueri,1
dari kueri alasan,1
kueri alasan lain,1
alasan lain adalah,1
lain adalah bahwa,1
adalah bahwa metode,1
bahwa metode pemilihan,1
pemilihan nearest neighbor,1
nearest neighbor dari,1
neighbor dari algoritma,1
algoritma knn hanya,2
knn hanya menggunakan,3
hanya menggunakan kesamaan,1
menggunakan kesamaan sepihak,1
kesamaan sepihak dilihat,1
sepihak dilihat dari,1
dilihat dari sudut,1
dari sudut pandang,1
sudut pandang kueri,1
pandang kueri untuk,1
kueri untuk meningkatkan,1
untuk meningkatkan kesamaan,1
meningkatkan kesamaan antara,1
kesamaan antara kueri,1
antara kueri dan,1
kueri dan nearest,1
dan nearest neighbor,1
nearest neighbor informasi,1
neighbor informasi neighbor,1
informasi neighbor pada,1
neighbor pada contoh,1
pada contoh pelatihan,1
contoh pelatihan tilah,1
pelatihan tilah diperhitungkan,1
tilah diperhitungkan dalam,1
diperhitungkan dalam banyak,1
dalam banyak pekerjaan,1
banyak pekerjaan algoritma,1
pekerjaan algoritma knn,1
hanya menggunakan neighbor,1
menggunakan neighbor kelas,1
neighbor kelas mayoritas,1
kelas mayoritas di,1
mayoritas di k,1
di k neighborhood,1
k neighborhood dari,1
neighborhood dari kueri,1
dari kueri untuk,1
kueri untuk menentukan,1
untuk menentukan hasil,1
menentukan hasil klasifikasi,1
hasil klasifikasi kueri,1
klasifikasi kueri dan,1
kueri dan sepenuhnya,1
dan sepenuhnya mengabaikan,1
sepenuhnya mengabaikan informasi,1
mengabaikan informasi termasuk,1
informasi termasuk nearest,1
termasuk nearest neighbor,1
nearest neighbor di,3
neighbor di kelas,2
di kelas lain,1
kelas lain yang,1
lain yang dapat,1
yang dapat menyebabkan,10
dapat menyebabkan hasil,1
menyebabkan hasil klasifikasi,1
hasil klasifikasi yang,2
klasifikasi yang buruk,1
yang buruk ketika,1
buruk ketika jumlah,1
ketika jumlah nearest,1
jumlah nearest neighbor,1
di kelas yang,1
kelas yang berbeda,1
yang berbeda tidak,1
berbeda tidak jauh,1
tidak jauh berbeda,2
jauh berbeda selain,1
berbeda selain itu,1
selain itu algoritma,1
itu algoritma knn,1
algoritma knn menggunakan,1
knn menggunakan nilai,1
menggunakan nilai k,1
nilai k tetap,1
k tetap dan,1
tetap dan tunggal,1
dan tunggal untuk,1
tunggal untuk semua,1
untuk semua kueri,1
semua kueri tetapi,1
kueri tetapi k,1
tetapi k ini,1
k ini tidak,1
ini tidak jurnal,1
tidak jurnal pendidikan,1
bync 40 134,1
40 134 dapat,1
134 dapat optimal,1
dapat optimal untuk,1
optimal untuk kueri,1
untuk kueri di,1
kueri di lokasi,1
di lokasi spasial,1
lokasi spasial yang,1
spasial yang berbedapan,1
yang berbedapan wang,1
berbedapan wang and,1
wang and pan,1
and pan 2020,1
pan 2020 study,1
2020 study and,1
study and observation,2
and observation of,2
observation of the,2
of the variation,2
the variation of,2
variation of accuracies,2
of accuracies of,2
accuracies of knn,2
of knn svm,2
knn svm lmnn,2
svm lmnn enn,2
lmnn enn algorithms,2
enn algorithms on,2
algorithms on eleven,2
on eleven different,2
eleven different datasets,2
different datasets from,2
datasets from uci,2
from uci machine,2
uci machine learning,2
machine learning repository,2
learning repository algoritma,1
repository algoritma knn,1
knn dan svm,3
dan svm mirip,1
svm mirip seperti,1
mirip seperti dalam,1
seperti dalam kedua,1
dalam kedua kasus,1
kedua kasus di,1
kasus di area,1
di area tertentu,1
area tertentu yang,1
tertentu yang dianggap,2
yang dianggap menemukan,1
dianggap menemukan sebagaian,1
menemukan sebagaian besar,1
sebagaian besar probabilitas,1
besar probabilitas knn,1
probabilitas knn yang,1
yang ditingkatkan menunjukkan,1
ditingkatkan menunjukkan akurasi,1
menunjukkan akurasi yang,2
akurasi yang lebih,5
yang lebih baik,21
lebih baik pada,2
baik pada lokasi,1
pada lokasi teks,1
lokasi teks web,1
teks web dalam,1
web dalam kelompok,1
dalam kelompok daripada,1
kelompok daripada algoritma,1
daripada algoritma knn,1
algoritma knn otomatis,1
knn otomatis manfaat,1
otomatis manfaat utama,1
manfaat utama svm,1
utama svm adalah,1
svm adalah kemampuang,1
adalah kemampuang menangani,1
kemampuang menangani sejumlah,1
menangani sejumlah besar,1
sejumlah besar kumpulan,1
besar kumpulan data,1
kumpulan data yang,1
data yang gagal,1
yang gagal dilakukan,1
gagal dilakukan knn,1
dilakukan knn dalam,1
knn dalam beberapa,1
dalam beberapa kasus,2
beberapa kasus disisi,1
kasus disisi lain,1
disisi lain kelemahannya,1
lain kelemahannya adalah,1
kelemahannya adalah cost,1
adalah cost dan,1
cost dan kerumitannya,1
dan kerumitannya yang,1
kerumitannya yang tinggi,1
yang tinggi untuk,1
tinggi untuk mengatasi,1
untuk mengatasi kekurangan,1
mengatasi kekurangan di,1
kekurangan di knn,1
di knn metode,1
knn metode lain,1
metode lain bernama,1
lain bernama extended,1
bernama extended nearest,1
extended nearest neighbor,1
nearest neighbor enn,1
neighbor enn diusulkan,1
enn diusulkan dan,1
diusulkan dan kinerjanya,1
dan kinerjanya diamati,1
kinerjanya diamati yang,1
diamati yang menyiratkan,1
yang menyiratkan bahwa,1
menyiratkan bahwa enn,1
bahwa enn menunjukkan,1
enn menunjukkan kinerja,1
menunjukkan kinerja yang,2
kinerja yang lebih,1
lebih baik daripada,3
baik daripada knn,1
daripada knn tradisionalna,1
knn tradisionalna et,1
tradisionalna et al,1
al 2021 di,1
2021 di enn,1
di enn selain,1
enn selain mempertimbangkan,1
selain mempertimbangkan sampel,1
mempertimbangkan sampel uji,1
sampel uji data,1
uji data terdekat,1
data terdekat juga,1
terdekat juga dihitung,1
juga dihitung dalam,1
dihitung dalam data,1
dalam data terdekat,1
data terdekat yang,1
terdekat yang memberikan,1
yang memberikan akurasi,1
memberikan akurasi yang,2
baik pada keempat,1
pada keempat algoritma,1
keempat algoritma machine,1
algoritma machine learning,23
machine learning yaitu,3
learning yaitu knn,1
yaitu knn enn,1
knn enn svm,1
enn svm dan,1
svm dan lmnn,1
dan lmnn telah,1
lmnn telah menunjukkan,1
telah menunjukkan dampak,1
menunjukkan dampak kuat,1
dampak kuat pada,1
kuat pada klasifikasi,1
pada klasifikasi data,1
klasifikasi data di,1
data di berbagai,1
di berbagai sektor,2
berbagai sektor meskipun,1
sektor meskipun saat,1
meskipun saat ini,1
saat ini knn,1
ini knn dan,1
dan svm digantikan,1
svm digantikan oleh,1
digantikan oleh enn,1
oleh enn dan,1
enn dan lmnn,1
dan lmnn namun,1
lmnn namun karena,1
namun karena lebih,1
karena lebih sempurna,1
lebih sempurna dan,1
sempurna dan akurat,1
dan akurat peran,1
akurat peran vital,1
peran vital knn,1
vital knn dan,1
dan svm tidak,1
svm tidak dapat,1
tidak dapat diabaikankhan,1
dapat diabaikankhan et,1
diabaikankhan et al,1
et al 2018,5
al 2018 ddos,1
2018 ddos attack,1
ddos attack detection,2
attack detection method,2
detection method based,2
method based on,3
based on improved,4
on improved knn,4
improved knn with,2
knn with the,2
with the degree,2
the degree of,3
degree of ddos,2
of ddos attack,2
ddos attack in,2
attack in softwaredefined,2
in softwaredefined networks,2
softwaredefined networks serangan,1
networks serangan distributed,1
serangan distributed denial,1
distributed denial of,4
denial of service,16
of service ddos,2
service ddos telah,1
ddos telah mengganggu,1
telah mengganggu ketersediaan,1
mengganggu ketersediaan jaringan,1
ketersediaan jaringan secara,1
jaringan secara selama,1
secara selama beberapa,1
beberapa dekade dan,1
dekade dan masih,1
dan masih belum,1
masih belum ada,1
belum ada mekanisme,1
ada mekanisme pertahanan,1
mekanisme pertahanan yang,1
pertahanan yang efektif,1
yang efektif untuk,7
efektif untuk melawannya,1
untuk melawannya dalam,1
melawannya dalam penelitian,1
dalam penelitian ini,63
penelitian ini mereka,1
ini mereka mengusulkan,1
mereka mengusulkan dua,1
mengusulkan dua metode,1
dua metode untuk,1
metode untuk mendeteksi,1
untuk mendeteksi serangan,2
mendeteksi serangan ddos,2
serangan ddos di,1
ddos di sdn,1
di sdn salah,1
sdn salah satu,1
satu metode mengadopsi,1
metode mengadopsi tingkat,1
mengadopsi tingkat serangan,1
tingkat serangan ddos,1
serangan ddos untuk,1
ddos untuk mengidentifikasi,1
untuk mengidentifikasi serangan,1
mengidentifikasi serangan ddos,1
serangan ddos metode,1
ddos metode lain,1
metode lain menggunakan,1
lain menggunakan algoritma,1
menggunakan algoritma knearest,1
algoritma knearest neighbors,1
knearest neighbors knn,2
neighbors knn yang,1
yang ditingkatkan berdasarkan,1
ditingkatkan berdasarkan machine,1
berdasarkan machine learning,1
machine learning untuk,6
learning untuk menemukan,1
untuk menemukan serangan,1
menemukan serangan ddos,1
serangan ddos menggabungkan,1
ddos menggabungkan algoritma,1
menggabungkan algoritma klasifikasi,1
algoritma klasifikasi support,1
klasifikasi support vector,1
support vector machine,13
vector machine svm,8
machine svm untuk,2
svm untuk membangun,1
untuk membangun model,2
membangun model serangan,1
model serangan ddosdong,1
serangan ddosdong and,1
ddosdong and sarem,1
and sarem 2020,1
sarem 2020 dalam,1
2020 dalam metode,1
dalam metode mereka,1
metode mereka enam,1
mereka enam nilai,1
enam nilai fitur,1
nilai fitur diperkenalkan,1
fitur diperkenalkan hasil,1
diperkenalkan hasil eksperimen,1
hasil eksperimen mereka,1
eksperimen mereka menunjukkan,1
mereka menunjukkan tingkat,1
menunjukkan tingkat alarm,1
tingkat alarm palsu,2
alarm palsu yang,1
palsu yang rendah,1
yang rendah untuk,1
rendah untuk trafik,1
untuk trafik tcp,1
trafik tcp dan,1
tcp dan udp,1
dan udp tetapi,1
udp tetapi tingkat,1
tetapi tingkat alarm,1
alarm palsu trafik,1
palsu trafik icmp,1
trafik icmp tinggi,1
icmp tinggi mengusulkan,1
tinggi mengusulkan mekanisme,1
mengusulkan mekanisme menggunakan,1
mekanisme menggunakan algoritma,1
menggunakan algoritma klasifikasi,1
algoritma klasifikasi cognitiveinspired,1
klasifikasi cognitiveinspired computing,1
cognitiveinspired computing cic,1
computing cic dan,1
cic dan svm,1
dan svm untuk,1
svm untuk mendeteksi,1
serangan ddos sementara,1
ddos sementara itu,1
sementara itu akurasi,1
itu akurasi pendeteksiannya,1
akurasi pendeteksiannya masih,1
pendeteksiannya masih perlu,1
masih perlu ditingkatkan,1
perlu ditingkatkan lagi,2
ditingkatkan lagi berdasarkan,1
lagi berdasarkan dari,1
berdasarkan dari konsep,1
dari konsep penelitian,1
konsep penelitian ini,1
penelitian ini algoritma,2
ini algoritma pendeteksian,1
algoritma pendeteksian yang,1
pendeteksian yang disebut,1
yang disebut algorithm,1
disebut algorithm based,1
algorithm based in,1
based in the,1
in the degree,1
degree of attack,1
of attack ddada,1
attack ddada diusulkan,1
ddada diusulkan selain,1
diusulkan selain itu,1
selain itu untuk,2
itu untuk lebih,1
untuk lebih meningkatkan,1
lebih meningkatkan efisiensi,1
meningkatkan efisiensi deteksi,1
efisiensi deteksi algoritma,1
deteksi algoritma deteksi,1
algoritma deteksi lain,1
deteksi lain yang,1
lain yang disebut,1
yang disebut algoritma,1
disebut algoritma ddos,1
algoritma ddos detection,1
ddos detection algorithm,1
detection algorithm based,1
based on machine,1
on machine learning,3
machine learning ddaml,1
learning ddaml diperkenalkan,1
ddaml diperkenalkan untuk,1
diperkenalkan untuk mengindentifikasi,1
untuk mengindentifikasi serangan,1
mengindentifikasi serangan ddos,2
serangan ddos hasil,1
ddos hasil eksperimen,1
hasil eksperimen menunjukkan,3
eksperimen menunjukkan bahwa,4
menunjukkan bahwa algoritma,5
bahwa algoritma yang,1
algoritma yang diusulkan,2
yang diusulkan dapat,3
diusulkan dapat mengindentifikasi,1
dapat mengindentifikasi serangan,1
serangan ddos dengan,1
ddos dengan lebih,1
dengan lebih baik,2
lebih baik dan,2
baik dan telah,1
dan telah mencapai,1
telah mencapai tingkat,1
mencapai tingkat deteksi,1
tingkat deteksi yang,1
deteksi yang lebih,1
yang lebih tinggi,8
lebih tinggi dibandingkan,4
tinggi dibandingkan dengan,3
dibandingkan dengan solusi,1
dengan solusi yang,1
solusi yang ada,4
yang ada hasil,1
ada hasil eksperimen,1
bahwa algoritma ddaml,1
algoritma ddaml dapat,1
ddaml dapat mengungguli,1
dapat mengungguli algoritma,1
mengungguli algoritma lain,1
algoritma lain pada,1
lain pada pengukuran,1
pada pengukuran kinerja,1
pengukuran kinerja yang,1
kinerja yang berbeda,1
yang berbeda classification,1
berbeda classification method,1
classification method of,2
method of teaching,2
of teaching resources,2
teaching resources based,2
resources based on,2
improved knn algorithm,2
knn algorithm pemodelan,1
