Unigram,Frekuensi
pancawati,1
resiko,8
2001th,1
vi2002,1
pp,64
8397,1
haryanto,1
budi,6
finanasial,1
perspektif,43
nomor,134
167183,1
hartanto,1
memprediksi,22
gabungan,2
ekonomitahun,1
xiii,2
no3,1
305318,1
jeff,2
kedelapan,3
empat,20
rayun,1
sekar,2
perbedaaan,1
stue,2
surakarta,17
mudji,1
utami,4
mudjillah,1
rahayu,1
2003,17
peranan,5
profabilitas,1
kewirausahaan,1
vol5,2
no2,28
september,26
123131,1
permanayogi,1
gunadarma,2
prihantini,1
ratna,13
roa,1
der,1
cr,1
tesis,4
undip,2
semarang,18
raharjo,1
sugeng,1
saadah,3
siti,3
interaksi,29
dinamis,10
dolar,1
as,61
feb,1
4662,1
15,65
akhmad,2
agregat,1
februariapril,1
thobarry,1
achmad,3
ath,1
gdp,1
diponogoro,1
zikmund,1
eight,1
australia,5
south,4
western,1
pengambilankeputusan,2
igustingurahagung,12
table,7
construction,4
tally,1
which,25
can,49
easily,2
be,34
accomplishedat,1
presentwithanaidofcomputerssuchanalysiscanbeexecuted,1
more,6
ease,2
thus,2
anyone,1
regarless,1
her,2
or,69
his,10
academic,1
backgrounds,1
should,2
able,5
make,8
tables,2
graphs,1
descriptive,7
statistics,3
relatively,1
short,2
timeinconstructingofsuchtables,1
itisparamountthat,1
oneshouldselect,1
appropriatevariablesindicatorsorfactorssothetablesmaybeutilizedasinputs,1
makerspolicy,1
makersandprogramsan,1
basedon,1
these,8
andgraphs,1
couldbeformulatedasa,1
descriptivesummary,1
mene,1
rapkan,1
dinyatakan,12
masukan,16
berhargauntukpara,1
ter,5
gantung,2
menyajikanhasilanalisistersebut,1
mem,10
pelajari,1
perbedaan,44
fakta,17
yangdiobservasidenganapayang,1
analisisdatamerupakanaktivitas,1
ilmiahuntukmelakukanpenilaian,1
nilaiskorukuran,1
indikator,48
ditinjau,15
terutama,60
tidaknya,9
permasalahan,120
manatelahdiketahuibahwasuatu,1
permasalahanteijadiataumuncul,1
apabila,36
diobservasi,4
apa,52
profdrigustingurahagungwakilkepalalembagademografifakultas,1
ekonomiuniversitasindonesiajakarta,1
populasi,26
1122000,1
issn0863,1
0262,1
dasaruntukmembuatrangkuman,1
pendapatilmiahataukesepakatan,1
ilmiah,65
agung,11
1996,9
1998,31
2000,25
jelasnya,2
tulisan,20
disajikan,18
contohcontoh,2
inilah,17
rangkuman,1
menjadisangatbermanfaatuntuk,1
hams,1
dibedakan,6
respons,3
takbebas,1
akibat,48
penyebab,45
terkendali,16
takterkendali,3
faktorrisiko,1
masalahsecarastatistikindikator,1
objektif,14
kuantitatif,9
yangselanjutnyaakandinyatakan,1
halinididasarkanataspemikiran,1
keberhasilanataukegagalan,1
kerja,51
menyelesaikan,39
dinilai,5
anak,355
idealtarget,1
duaanak2,1
prevalensikontrasepsi,1
angka,18
partisipasi,40
jumlahproporsi,1
persalinanyang,1
ditolong,1
dukun,1
subjektif,7
keluarga,65
bahagia,5
sejahtera,23
kesenjangan,6
sosial,248
rasa,28
amandan,1
kkn,2
berkaitan,52
penyelesaian,17
setiapindikatormasalahsubjektif,1
dianjurkan,3
indikatorindikator,3
syarat,6
sebagaicontohsyaratperluuntuk,1
pendapatan,18
kesehatan,347
ukuranobjektif,1
bfaktorpenyebab,1
sebagaifaktorpenyebabjika,1
78,10
untukpengambilatikeputusan,1
meyakinkan,2
dalambanyak,1
halfaktor,1
penye,2
bab,10
murni,3
sulit,37
tentukan,1
munculnya,16
faktorpenyebab,7
langsung,64
taklangsung,1
merokok,37
dinyata,1
kan,26
kanker,15
paruparudan,1
seseorang,108
meninggal,1
main,2
tenis,2
sebenarnyamerokok,1
perokok,3
merupakanfaktor,1
misalnya,41
sakit,18
napasanjantungdansebagainya,1
dipihak,1
seorang,69
setuju,5
permainan,41
olahraga,126
lunum,1
nya,15
kematian,14
musibah,1
berolahraga,10
berlebihansehinggajanhmg,1
mendukungnya,1
dibedakanantarafaktorpenyebab,1
ataufaktor,2
penyebabyangnilaiskoratau,2
ukurannyadapatdikendalikan,1
olehparapembuatkeputusan,1
dasamya,1
seharusnya,10
sehinggaperubahannilaiskor,1
takterken,1
dali,1
ukurannya,1
dikendalikan,8
pembuat,6
walau,2
disadari,3
keberadaannya,3
tetapiadakemungkinansuatu,1
dikendali,1
takter,2
kendalitermasukfaktorrisiko,1
umumnya,21
kontrasepsi,26
dapatdibedakanantarafaktor,1
alat,59
kontrasepsiyang,2
diingjn,1
tersedia,17
pelayanan,34
fasilitas,26
kendali,10
suami,5
79,9
kontrasepsialasanagamadan,1
inginanak,2
mcmpunyai,1
menilai,13
meng,2
dipakailayakdapat,1
dipercaya,4
untukmempelajariperbedaan,2
variabeltujuan,2
prevalensi,19
disertai,7
deviasinya,1
yangdiharapkandengankata,1
c,93
untukmempelajarihubungan,1
asosiasi,7
d,84
meliputi,36
nilainilai,35
aanalisis,1
tabulasi,2
grafik,27
padaumumnyaanalisisvaria,1
bel,2
dikenal,25
univariat,7
dilaku,1
merupa,2
dalambentuk,1
rangkumanstatistikdeskriptifdan,1
sepertiberikut,1
indikatortujuan,1
perubahanpemakaianalat,1
berdasarkandatapanelsurvei,1
aspekkehidupanrumahtangga,1
indonesiasakertiifls1997,1
pus,18
pemakaian,8
19971998,2
dengankategoriltidakberubah,1
2berubah,1
3dropout,1
4pemakai,1
5tidak,1
memakai,17
perhatikan,5
berskala,1
nominal,1
alatkontrasepsi19971998dalam,1
sepertidisajikan,1
perhatikanlah,2
caranyamenulisjudul,1
tabelyang,1
secaraumumdinyatakan,1
80,24
sederham,1
untukpengambuankeputusan,1
distribusiperubahanpemakaianalat,1
panelberdasarkan,1
datasakert1,1
1997dan,4
ind,1
kategoriy,1
pemakaianalat,2
428,1
57,16
92,8
96,6
328,2
1000,17
kelompokorangnyadipihaklain,1
diperhatikan,18
tertulis,6
adakalanya,2
jumlahnya,12
100,58
persen,72
pembulatan,1
1dapat,1
disajikandalambentukgrafik,1
pie,1
chart,1
memakaijudul,1
yangpersissama,1
pembuatkeputusanatauseorang,1
analis,14
memutuskanpermasalahanyang,1
misalnyamasalahtidakmemakai,1
dropout,6
denganpermasalahanini,1
makayangharusdiketahuiadalah,1
penyebabterutama,1
danatau,4
berstatus,2
berikutini,1
pemakaibaru,1
cdropout,1
dgantimetode,1
etetap,1
tentangfaktor,2
denganmemperhatikanvaria,1
y1,3
jika,132
81,14
dany0jika,1
lainnyamakadapat,1
sepertipadatabel,1
2tabelinimenunjukkanpersen,1
tasepusyangtidak,1
memakaialat,5
alkon,1
berdasar,6
kandatasakerti1997dan1998,1
tabeltersebutjuga,1
persentasc,1
dikemuka,1
kannya,1
sebenarnya,21
sebutlah,2
ylstatus,1
y2status,1
y3status,1
semacam,17
inidapat,1
ditentu,1
ditindaklanjuti,2
parapengambilkeputusan,1
ilustrasi,8
persentase,38
seratusnol,1
pengamatan,17
grafiknya,3
berdimensitiga,1
risikountukvariabelstatus,1
kontrasepsidapat,1
sosialekonomitabel,1
pakaialat,2
kotadesa,2
wilayahjawabalidanluarjawa,1
bali,11
hidup,228
jamh,2
dikemukakan,5
catatan,7
kesimpulansebagaiberikut,1
sebutlahyyangdidefinisikan,1
y100,2
pakaikontrasepsidany0jika,1
lainnyasehinggatabel4,1
menunjukkannilairataratay,1
menurutdaerahwilayahdan,1
berkaitandenganprogramkb,1
nkkbs,1
risikoyangpentingdiperhati,1
mini,3
pakai,9
kontrasepsifaktorinidinyata,1
82,11
untukpengambilankeputusan,4
tabel2,1
pustidak,2
kontrasepsidan,1
aiasannya,1
sakeru,1
perubahanstatus,1
199798,1
hamil,4
77,7
65,15
222,9
230,1
246,5
231,2
41,29
09,13
disetujui,4
55,14
26,25
biayamahal,1
36,17
43,14
97,4
efeksamping,1
86,15
103,2
anjuran,1
metis,1
22,34
07,5
00,6
mendapatkankontrasepsi,1
02,10
agama,24
17,40
respondentidak,1
46,8
34,12
keluargatidak,1
05,19
peduli,9
29,22
sekstidak,1
menopause,1
84,16
72,23
nyaman,13
ketidakhadiran,1
pascamelahirkan,1
belummenstmasi,1
31,26
pascameiahirkan,1
seksual,8
menyusui,4
19,46
lainlain,7
196,4
191,4
145,4
1152,1
1088,1
1099,1
jumiah,1
responden,42
418,2
117,4
83,12
tabel3,1
datasakert11997dan,1
18,48
16,46
wafeuty,1
sideelect,1
heetti,1
totalccf,1
karenapussemacaminimem,1
punyai,1
mengga,1
galkan,1
kb,2
apalagi,11
berusia,22
reproduktifmisalnyaberusia,1
dibawah,13
me,13
lengkapiatau,1
menyempurna,1
diperhatikanataudibuat,1
tabcl,1
yangmenunjukkanpusyang,1
takkb,2
umurdanjamhtetapidalam,1
wilayah,82
jb,10
ljb,12
sakerti,7
424,3
pusdengananak,1
alatkontrasepsidibandingkan,1
dengan403dijbakhirnya,1
kegagalan,15
pro,19
gram,3
kbdiwilayah,1
tabeu,1
pusyang,3
sakert1,2
amh,8
0,116
n,102
893,1
444,7
277,2
337,1
326,1
394,1
589,1
423,2
1276,2
932,1
44,11
422,1
147,2
299,4
388,2
237,4
416,2
572,2
850,4
469,3
130,1
368,3
182,3
398,2
352,1
429,1
704,2
417,1
108,5
329,2
143,1
361,1
266,2
395,2
547,1
895,4
371,1
322,2
338,2
381,1
281,1
500,6
38,13
333,3
383,2
410,2
desa,19
870,1
54,13
462,4
169,4
344,8
183,3
421,1
323,2
729,3
960,4
25,42
468,1
282,4
452,3
104,2
450,1
291,3
793,1
457,2
98,7
406,1
219,2
441,4
438,1
863,1
51,16
464,2
276,3
340,1
611,4
885,2
403,2
154,4
278,1
248,3
393,2
840,1
541,2
122,4
387,2
194,3
363,2
449,3
439,1
107,8
327,1
150,26
362,1
268,1
386,2
544,2
833,1
366,1
71,7
267,4
347,1
583,1
367,1
396,3
427,2
844,1
32,27
479,1
351,2
188,1
458,2
343,4
732,1
929,1
434,6
286,1
491,1
114,5
437,2
295,3
778,1
523,3
404,2
229,1
note,1
jawabali,2
luarjawabali,1
kelompoktersebut,1
kecenderunganataukesamaan,1
odd,1
ratio,3
rk,2
126,3
memakaikontrasepsidi,1
prioritas,7
diban,1
dingkandenganwilayahjb,1
antardaerah,3
pedesaanternyata,1
pusdengananakminimaltiga,1
yangtakkbdipedesaanlebih,1
tinggidibandingkandengandi,1
perkotaanbaikdiwilayahljb,1
maupundijbdalamkasusini,1
kepadadaerahpedesaanharus,1
denganperkotaanbaikdiljb,1
maupundijb,1
berdasarkanhasildalamtabel,1
persentasepusyangtakpakai,1
antarwilayah,1
terpilih,13
menunjukkanpersentasepus,1
takpakai,1
kontra,7
sepsi,1
risikotinggi,2
untuksetiapindikatorseratus,1
nol,2
tabel5yangmerupakanmodifi,1
kasi,1
dummy,1
satunol,1
selalu,37
berdimensi,2
membatasi,8
khusus,30
sakerti1998sehinggatabelini,1
dibentukhanyadenganmemakai,1
tigavariabelyaitu,1
1status,1
kb2,1
wilayahjb,1
danljbdan3,1
perkotaanpedesaan,2
dukungan,22
siappakai,1
dimaksudkan,5
mudah,68
relevanuntukmendukungsetiap,1
kebijakandanprogramyangakan,1
menurutjumlahamhdanalasan,1
statistiksederhana,4
untukpengambihmkeputusan,1
menonjolkan,2
masalahan,1
keter,1
sediaan,7
ber,3
dasarkan,2
1998pusdenganamhminimal,1
sepsiakan,1
ataudapat,1
persentasepus,1
minimaltiga,3
berdasarkandata,1
50,45
45,15
ÿjb,1
qlj8,1
0total,1
5analisis,1
risikotertinggi,1
samping,7
tabeltabel,1
tertinggi,42
pusdenganamhminimal,1
reproduktif,3
misalnyaberusia2029tahundan,1
memakaikontrasepsitabel,1
87,6
1gustingurahagung,1
tabel6,1
pusdengan,2
biayadan,1
ketersediaanalat,1
kontrasepsimenurut,1
232,2
1998n,1
254,5
2029,3
takpakaialatkontrasepsidengan,1
alasanhamilatauinginanaklagi,1
hasilanalisisinimenimbulkan,1
masalahkarenajumlahresponden,1
karak,6
teristik,5
tigadapatdikatakansangatkecil,1
orang,257
dan8oranguntukluarjawabali,1
seandainya,1
istri,23
juta,23
untukpengammartkeputusan,1
tabel7,1
kontrasepsidengan,1
lagiberdasarkan,1
jbn12,1
ljbn,1
padatahun2000sebagianterbesar,1
merekamisalnya5juta,1
diantara,8
melahirkan,3
19972000,1
muda,17
pakaikontrasepsi,1
seluruhsampel,1
peristiwayanglangkaatausangat,1
langkatermasuk,1
pusberusia20,1
anakminimaltigadantidak,1
ibu,11
kematianmenurut,1
penyakit,122
denganukuranyangsangatbesar,1
mengobservasi,1
yangcukupbanyak,1
pengembanganindikator,1
tunggaldan,1
indekskomposit,1
nunjukkan,2
pentingnya,25
memper,1
hatikan,1
statistikdisebutvariabeltakbebas,1
89,8
minatdanbidangmasingmasing,1
palingsederhanaadalahindikator,1
satunolatauindikatorseratusnol,1
nntukmenyajikannilaipersentase,1
sepertiyangdikemukakandalam,1
contohsebelumnya,1
1994,10
ldfeui,3
lembaga,24
demografi,6
bekerjasamadenganinstansilain,1
kantor,27
menteri,6
kependudukan,5
menkokesratelahmengembang,1
berbagaimasalahkependudukan,1
kualitas,59
sdm,2
kemiskinan,46
kesejahteraan,40
keluargakesetaraandankeadilan,1
jender,5
sebagainya,11
propinsi,4
diperluas,1
kabupaten,74
permukiman,2
kalimantantimur,2
padasaat,1
ldfeuisedangmengembangkan,1
indikatorkesetaraandankeadilan,1
pembentukan,11
kesetaraan,11
keadilan,35
1kk,1
ditamatkan,4
komposit,3
nerapkan,1
dikembangkandengan,1
menerapkananalisisfaktorantara,1
agung1,1
ia1,1
agung2,1
ia2,1
substitusi,2
mutu,10
physical,36
qualityoflifeindexpqudalam,1
haruslahsederhana,1
terkecil,2
dipahami,18
kebanyakan,5
kelom,1
pok,1
sedemikian,8
rupa,11
diduga,2
dihipotesiskan,1
disepakati,3
laten,1
latent,1
diukurdiobservasi,1
keluargakesenjangansosialdan,1
pembaca,6
berminatdapatmemakaireferensi,1
menghubungildfeui,1
statistiksederham,1
wilayahataukelompokmasyara,1
kat,1
ditentukansecaraobjektifwilayah,1
programdankebijakan,1
kesetaraandan,1
keadilanjender,1
ikkj,8
distri,1
busi,1
atasmenurutpendidikantertinggi,1
yangditamatkantipedaerahdan,1
kelamin,37
kumulatif,5
kolom,6
ramussebagaiberikut,1
ikk,1
ppr100pprplk,1
100pj,1
ppr,1
tasekumulatifperempuandanpÿ,1
lakilaki,47
k234,1
67dan8dimanauntukkldan,1
k9,1
tiaptiap,4
bukanlah,6
persentasekumulatif,1
disebutrasiokesamaanoddratio,1
kecenderungan,15
inidihitungsebagaiberikut,1
kl,1
perkotaanikkj310754,1
100754256100256,1
perempuan,217
10tahun,2
310,6
laki,8
pedesaan,5
151,3
83251008325,1
76651007665,1
untukk3,1
berpendidikan,3
palingtinggitamatsdmi151,1
kalirisikolakilaki,2
ikkj055237100237,1
423100423,1
k9di,1
tabel8,1
beberapastatistik,1
keatas,2
pendidikantertinggi,3
ditamatkantipe,1
daerahdan,1
susenas,1
1999,21
l,87
pl,4
beiumpemah,1
256,1
754,1
tidakbelum,4
tamat,2
1657,2
1835,1
1913,1
2589,1
148,5
sdmi,3
2565,1
2815,2
4478,1
5404,1
sltpmts,3
1971,3
1901,1
6449,1
7305,1
149,3
smuumum,2
2050,1
1608,2
8499,1
8913,1
smukejuruan,1
784,1
585,1
9283,1
9498,1
146,2
dipilai,1
076,1
095,4
9359,1
9593,1
161,1
akademidipllll,3
216,2
170,5
9575,1
9763,1
055,4
ikkjdihitung,3
pemah,1
sekoiah,1
823,1
1759,1
238,2
3075,1
3085,1
3898,1
4844,1
3767,1
3481,1
7665,1
8325,1
1281,1
1009,1
8946,1
9334,1
165,5
614,2
9560,1
9730,1
166,5
smu,3
kejuruan,3
301,3
187,1
9861,1
9917,1
168,3
dipllll,2
039,2
033,1
9900,1
9950,1
201,3
036,1
021,1
9936,1
9971,1
221,6
064,1
029,1
045,1
pemahsekolah,1
597,1
1353,1
tidakbeiumtamatsd,1
2510,1
2581,1
3107,1
3934,1
3288,1
3212,1
6395,1
7146,1
1556,3
1369,1
7951,1
8515,1
1187,1
9138,1
9400,1
494,1
348,2
9632,1
9748,1
054,1
058,1
9686,1
9806,1
164,4
081,2
9794,1
9887,1
184,3
207,1
pt,24
universi,1
tas,2
istilah,24
bersifat,37
pendidikanyang,1
peluangdipakaijika,1
statusyang,1
sehat,53
atauberhasilsukses,1
perempuanlebihrendahdaripada,1
maupundipedesaanselanjutnya,1
indekskesetaraanataukesenjang,1
ikkjpendidikan,2
semacaminidenganmudahdapat,1
propinsikabupatenkecamatan,1
pendudukberdasarkanberbagai,1
indikatorlaindisampingtingkat,1
kesehatandanaktivitasekonomi,1
besarnya,9
pemberdayaan,3
pe,6
rempuan,1
menuruttipedaerahberdasarkan,1
hasildalamtabel8secarakhusus,1
inimenunjukkannilaiatau,1
jkkj1,2
akademi,2
diploma,1
iiike,1
kotadesadan,1
subjektivitas,3
rangkumanstatistikdeskriptif,1
bermanfaat,14
pengambil,9
keputusanselalutergantungpada,1
penentu,7
penguasa,6
demokratis,5
otoriter,3
diktator,1
pandkflanteifnggi,1
tabel9,1
ikkjpÿnridikanberdasarkan,1
datasusenas,1
statistika,6
men,11
dukung,10
sepatutnyaberkaitanerat,1
pendapatataukesepakatanilmiah,1
experts,1
judgment,1
tukey,3
1962,1
gifi,2
1990,2
23,47
mengemu,1
kakan,1
sekurangkurangnya,2
pendapat,22
mendukungsetiapsuatukeputus,1
sebagaiberikut,1
pengetahuandanpengalaman,2
tentangbidangbidangkhusus,1
yangberkaitandenganpokok,1
permasalahanyangditinjau,1
hasilhasil,5
sifatsifat,2
pem,3
buktianmatematisatausecara,1
empirisberdasarkansampel,1
keputusandanpeluang,1
putusan,7
punyaitujuanuntukmenyelesai,1
kansuatupermasalahantertentu,1
olehkarenaitusetiapkeputusan,1
dengansendirinyaakanberkaitan,1
programtertentu,1
berbicara,9
alter,2
natif,2
disebutrisikomanfaatcostbenefit,1
harusjuga,1
memperhitungkan,1
keberhasilanataukegagalantiap,1
tiapkebijakanprogramaltematif,1
kesepakatan,7
diharapkanakandiperolehsuatu,1
keputusanyangterbaikturbin,1
meredith1991mengemukakan,1
sepertidibawahini,1
1keputusandengankepastian,1
keadaan,29
operasi,45
sterilisasi,1
akanhamil,1
2keputusandengan,1
kecildaripada,1
denganpeluanginikitaperlu,1
membedakan,16
teoriprobabilitasdipihaklain,1
besaran,3
terlibat,16
sebagaicontohdenganmeng,1
gulingkansebuahdadu,1
cacat,7
dapatdihitungsecaramatema,2
tis,3
lainkeberhasilan,1
programpadaumumnyatidak,1
subjektifmakasecara,1
teoretis,1
praktek,8
bagaifaktor,1
lainsepertisuara,1
terbanyak,3
demo,2
kratis,1
kekuasaan,31
kepu,1
tusandiktatorindividuatau,1
kelompokindividu,1
3keputusan,1
kepastian,3
dalamkasus,1
inipem,1
buatkeputusandecisionmaker,1
menyadari,26
keputusanyangakandiambil,1
tetapidiamerekatidakdapat,1
memperkirakan,3
yakinkan,1
mungkinterjadisebagaiakibat,1
sebut,2
sema,1
cam,1
inikerapkali,1
dihindari,6
risikodanmanfaat,1
dikemu,1
kakanbahwasetiapkebijakandan,1
manfaatnya,4
itubiaya,1
costdemikian,1
makadipakaiistilahristkomanfaat,1
i,79
schmid,3
1993,6
contohmarilahdipikirkanrisiko,1
bangsa,41
secaramudahbanyaknyawisata,1
wan,4
globalisasi,5
mobil,8
monumen,1
jam,38
yogyakarta,68
penggantianduamenteriterakhir,1
dansebagainya,1
membahas,19
risikodanmanfaatsuatuaktivitas,1
timbul,14
pertanyaan,24
siapa,15
darisuatu,1
kebijakanatau,1
menanggung,2
penggusuran,2
yangterjadiakibatpembangunan,1
jalandanjembatandidkijakarta,1
biayamanfaat,1
programpernyataaninididasar,1
perludikemukakan,1
tersebutdi,1
sampingbiayanya,1
telahbakuhasilanalisis,1
stabstik,1
rasional,4
bawahini,1
bersumber,7
petugas,5
beberapakasusmenunjukkan,1
pengum,1
puldata,1
melakukancaracara,1
yangtidak,1
terpujiantaralain,1
mengisi,4
kuesioner,10
sendiri,84
mengunjungi,1
respon,6
dedkeduaobjekataurespon,1
denpenelitianketigadefinisi,1
variabelyangdiobservasiatau,1
pemakaiandatasampeluntuk,1
membuatgeneralisasiagung,1
1992,9
bahas,2
representatif,1
pengujianhipotesisberdasar,1
kandatasampelselanjutnya,1
simpulan,9
merupakanhimpunanindivi,1
kebetulan,3
banyaknya,17
berukurann5yangmungkin,1
berukuran,7
n100,1
adalah75287520dansampd,1
bahwaistilahsampelrepresen,1
tatif,1
kurangtepatsebagaiilustrasi,1
cobalah,2
teman,30
dckat,1
andaikan,1
orangatau50diantaranya,1
benar,72
kelima,6
mewakili,11
darisepuluhtemandekatyang,1
ditinjaudalamberbagaiaspek,1
kesimpulansalahberdasarkan,1
dihihmg,1
diturunkan,3
mempunyaikebenaranmutlak,1
hanyauntukkelompokindivi,1
nilairataratakadarpencemar,1
sungai,17
dihitungber,1
10kalipengukuran,1
siang,2
malam,5
kadar,11
pencemaran,30
berada,67
ambang,6
tidaktercemardalam,1
teijadi,1
melampaui,2
rataratanilaistatistiksiswadi,1
kelasa,1
danbyangsamabesar,1
bahwakualitassiswadikedua,1
kelastersebutsama,1
mengutamakan,4
statistikdibandingkandengan,1
substansi,7
mengambilkesimpulanbahwa,1
berasosiasi,1
berkorelasi,1
kadang,6
dilengkapi,8
makaikomputeragung1994,1
tegas,24
nyatakanbahwa,1
korelasiantarvariabelditentu,1
substansibukanberdasarkan,1
nilainilaistatistik,1
untukpengamboankeputusan,1
referencsi,1
igusti,1
ngurah,1
1986,5
ganda,11
ke2,3
universitasgadjahmada,2
1987,3
kependudukanbagian2edisi,1
jakartagramediautama,1
substansidanstatistikajakarta,1
1996statistika,1
kausal,1
berdasarkandatakategorik,1
materikuliahs2kependuduk,2
ketenagakerjaan,2
naskahbelumditerbitkan,1
gramedia,3
belumterit,1
kategorik,1
s2s3,1
feui,2
naskah,7
agungigustingurahnhaidy,1
pasaydansugiharso,1
terapan,1
dkk,36
rumah,42
tangga,15
kalimantan,13
timur,13
samarinda,2
balikpapan,1
bappeda,3
tk,1
ipropinsi,1
andreasen,1
alan,1
r,112
1988,3
cheap,2
good,14
marketing,4
newyorkirwinprofessional,1
publishingburrridgeillinois,1
albert,1
nonlinear,2
yorkjohnwiley,1
sans,1
godwin,1
kenneth,1
1975,1
policy,23
lexington,3
massachusets,1
lexingtonbooksdchealth,1
andcompany,1
hanke,1
john,10
arthur,1
g,41
reitch,1
1995,6
forecasting,1
jerseyprenticehallinc,1
99,13
naumannearlandkathleengiel,1
costumer,1
satisfaction,2
andmanagement,1
cincinnati,1
ohio,2
executivepress,1
rutmanleonard1977planning,1
evaluation,7
leonard,1
rutman,1
londonsagpublication,1
allan,1
rktyamanfaatjakartafakultas,1
magdalena,11
pura,10
adiputra,10
artarini,10
gema,18
teologika,16
cosmetic,11
surgery,16
body,39
modification,6
life,30
nowadays,1
become,6
trend,9
absorbs,1
lot,1
attention,1
still,4
hot,1
discuss,1
phenomenon,5
leads,1
questions,1
about,11
motivation,3
behind,1
someone,4
undergoing,1
how,29
individuals,4
perceive,1
their,17
bodies,2
gathering,5
secondary,7
various,12
related,11
it,28
was,12
found,3
strongly,1
influenced,3
several,7
factors,18
such,20
sociocultural,2
psychological,4
economic,14
aspect,2
explain,2
internalize,1
widespread,1
beauty,1
norms,3
seeing,1
goal,5
improve,6
quality,10
until,1
seen,1
commodity,1
traded,1
course,1
affect,1
they,17
view,1
however,2
also,14
faces,1
health,57
risks,2
image,12
ethical,7
dilemmas,1
moral,41
therefore,5
theology,2
needs,7
present,2
provide,5
consideration,4
those,5
interested,1
planning,2
undergo,1
discussing,1
uniqueness,1
creation,4
likeness,1
god,4
abode,1
spirit,23
responsibility,2
theres,1
definitive,2
answer,2
whether,2
permissible,1
serves,1
means,8
reassess,1
motivations,3
impacts,2
considering,3
offer,1
thoughtful,1
considerations,1
matter,4
keywords,26
unique,2
bedah,107
kosmetik,91
tubuh,243
kini,11
menyerap,2
atensi,1
publik,46
hangat,5
diperbincangkan,1
membawa,21
doi,96
1021460gema,1
2024921215,1
work,9
licenced,1
licence,1
afiliasi,1
kristen,75
duta,9
wacana,4
korespondensi,6
magdalenapuraarta,1
gmailcom,1
192,4
golongan,7
usia,100
berlomba,1
lomba,1
menarik,40
fasilitasnya,1
korea,11
selatan,38
thailand,10
serikat,2
klinik,2
kecantikan,25
bekerjasama,9
ditawarkan,10
terbilang,2
fenomena,38
turut,4
kemajuan,76
bioteknologi,4
pesat,19
tentunya,12
menimbulkan,49
sematamata,3
plastik,19
estetik,11
berlandas,1
citra,53
ideal,11
cantik,6
pria,2
gagah,2
adakah,1
dibaliknya,3
motivasi,26
dibalik,9
ia,58
memandang,7
tubuhnya,13
mengumpulkan,17
datadata,9
topik,33
temuan,9
sosialbudaya,3
psikologi,11
menjelaskan,42
menginternalisasi,4
norma,13
beredar,8
masif,1
komoditas,12
resikonya,1
persoalan,19
kepuasan,13
permasalah,1
etis,9
sebab,25
teologi,30
hadir,9
pertimbanganpertimbangan,1
beda,19
pembicaraan,1
keunikan,4
ciptaan,6
gambarrupa,1
allah,105
kediaman,9
roh,23
tanggung,28
jawab,54
meski,12
jawaban,9
boleh,22
sarana,20
menilik,6
kembali,34
terhadapnya,1
katakata,7
dewasa,35
